,Orden,Expediente,Caratula,Fecha,Proceso
1085,69,47/22-C,S.................... S/ALIMENTOS,07-03-2022,ALIMENTOS
1086,70,17/21-OF,S.................... S/OFICIO,07-03-2022,OFICIO
1087,71,80/20-OF,S.................... S/OFICIO,07-03-2022,OFICIO
1088,72,571/20,T.................... S/VIOLENCIA FAMILIAR,07-03-2022,VIOLENCIA FAMILIAR
1089,73,1084/17,V.................... S/VIOLENCIA FAMILIAR,07-03-2022,VIOLENCIA FAMILIAR
1090,74,601/18,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,07-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1091,75,491/17,Z.................... S/CONTROL DE LEGALIDAD,07-03-2022,CONTROL DE LEGALIDAD
1092,76,1025/17,Z.................... S/VIOLENCIA FAMILIAR,07-03-2022,VIOLENCIA FAMILIAR
1093,1,272/16,A.................... S/DIVORCIO VINCULAR,08-03-2022,DIVORCIO VINCULAR
1094,2,97/22-S,A.................... S/VIOLENCIA FAMILIAR,08-03-2022,VIOLENCIA FAMILIAR
1095,3,205/17,A.................... S/VIOLENCIA FAMILIAR (DENUNCIA,08-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1096,4,587/17,A.................... S/VIOLENCIA FAMILIAR (DENUNCIA,08-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1097,5,398/20,B.................... S/VIOLENCIA FAMILIAR,08-03-2022,VIOLENCIA FAMILIAR
1098,6,302/17,B.................... S/VIOLENCIA FAMILIAR (DENUNCIA,08-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1099,7,165/20,C.................... S/ELEVA ACTUACIONES,08-03-2022,ELEVA ACTUACIONES
1100,8,220/17,C.................... S/ELEVA ACTUACIONES,08-03-2022,ELEVA ACTUACIONES
1101,9,321/17,C.................... S/ELEVA ACTUACIONES,08-03-2022,ELEVA ACTUACIONES
1102,10,376/17,C.................... S/ELEVA ACTUACIONES,08-03-2022,ELEVA ACTUACIONES
1103,11,390/16,C.................... S/ELEVA ACTUACIONES,08-03-2022,ELEVA ACTUACIONES
1104,12,580/17,C.................... S/ELEVA ACTUACIONES,08-03-2022,ELEVA ACTUACIONES
1105,13,966/17,C.................... S/IMPUGNACION DE PATERNIDAD,08-03-2022,IMPUGNACION DE PATERNIDAD
1106,14,928/20,C.................... S/MEDIDA CAUTELAR,08-03-2022,MEDIDA CAUTELAR
1107,15,364/21-S,C.................... S/VIOLENCIA DE GENERO,08-03-2022,VIOLENCIA DE GENERO
1108,16,230/20,C.................... S/VIOLENCIA FAMILIAR,08-03-2022,VIOLENCIA FAMILIAR
1109,17,345/17,C.................... S/VIOLENCIA FAMILIAR (ART.61 COD. DE,08-03-2022,VIOLENCIA FAMILIAR (ART.61 COD. DE
1110,18,1073/19,D.................... S/DERECHO Y DEBER DE COMUNICACION,08-03-2022,DERECHO Y DEBER DE COMUNICACION
1111,19,20/22-S,D.................... S/ELEVA ACTUACIONES,08-03-2022,ELEVA ACTUACIONES
1112,20,581/20,D.................... S/ELEVA ACTUACIONES,08-03-2022,ELEVA ACTUACIONES
1113,21,93/22-S,D.................... S/PRESENTACION,08-03-2022,PRESENTACION
1114,22,1385/18,D.................... S/VIOLENCIA FAMILIAR,08-03-2022,VIOLENCIA FAMILIAR
1115,23,320/21-S,F.................... S/VIOLENCIA DE GENERO,08-03-2022,VIOLENCIA DE GENERO
1116,24,96/22-S,F.................... S/VIOLENCIA DE GENERO,08-03-2022,VIOLENCIA DE GENERO
1117,25,554/17,F.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,08-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1118,26,1730/18,G.................... S/GUARDA JUDICIAL,08-03-2022,GUARDA JUDICIAL
1119,27,459/17,G.................... S/INCIDENTE,08-03-2022,INCIDENTE
1120,28,881/13,G.................... S/INCIDENTE DE REMOCION DE CURADOR,08-03-2022,INCIDENTE DE REMOCION DE CURADOR
1121,29,1456/19,G.................... S/VIOLENCIA FAMILIAR,08-03-2022,VIOLENCIA FAMILIAR
1122,30,202/20,G.................... S/VIOLENCIA FAMILIAR,08-03-2022,VIOLENCIA FAMILIAR
1123,31,581/17,G.................... S/VIOLENCIA FAMILIAR (DENUNCIA,08-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1124,32,514/20,H.................... S/VIOLENCIA FAMILIAR,08-03-2022,VIOLENCIA FAMILIAR
1125,33,316/17,J.................... S/ELEVA ACTUACIONES,08-03-2022,ELEVA ACTUACIONES
1126,34,326/17,J.................... S/ELEVA ACTUACIONES,08-03-2022,ELEVA ACTUACIONES
1127,35,518/17,J.................... S/ELEVA ACTUACIONES,08-03-2022,ELEVA ACTUACIONES
1128,36,92/12,K.................... S/DECLARACION DE INCAPACIDAD,08-03-2022,DECLARACION DE INCAPACIDAD
1129,37,05/22-S,L.................... S/CONTROL DE LEGALIDAD,08-03-2022,CONTROL DE LEGALIDAD
1130,38,39/22-S,L.................... S/VIOLENCIA DE GENERO,08-03-2022,VIOLENCIA DE GENERO
1131,39,319/17,L.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,08-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1132,40,931/08-JC,M.................... S/.JUICIO DE INCAPACIDAD,08-03-2022,.JUICIO DE INCAPACIDAD
1133,41,693/11-JC,M.................... S/ALIMENTOS,08-03-2022,ALIMENTOS
1134,42,346/21-S,M.................... S/PRESENTACION,08-03-2022,PRESENTACION
1135,43,411/20,M.................... S/VIOLENCIA FAMILIAR,08-03-2022,VIOLENCIA FAMILIAR
1136,44,577/16,M.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,08-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1137,45,534/16,N.................... S/PROTECCION INTEGRAL,08-03-2022,PROTECCION INTEGRAL
1138,46,95/22-S,N.................... S/VIOLENCIA DE GENERO,08-03-2022,VIOLENCIA DE GENERO
1139,47,877/15,O.................... S/DECLARACION DE INCAPACIDAD,08-03-2022,DECLARACION DE INCAPACIDAD
1140,48,244/21-S,O.................... S/PROTECCION DE PERSONA,08-03-2022,PROTECCION DE PERSONA
1141,49,228/17,O.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,08-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1142,50,1322/14,R.................... S/ALIMENTOS,08-03-2022,ALIMENTOS
1143,51,1983/18,R.................... S/GUARDA JUDICIAL,08-03-2022,GUARDA JUDICIAL
1144,52,02/22-S,R.................... S/VIOLENCIA DE GENERO,08-03-2022,VIOLENCIA DE GENERO
1145,53,502/15,R.................... S/VIOLENCIA FAMILIAR (DENUNCIA,08-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1146,54,639/06-JC,S.................... S/.DECLARACION DE INCAPACIDAD,08-03-2022,.DECLARACION DE INCAPACIDAD
1147,55,1322/18,S.................... S/DIVORCIO,08-03-2022,DIVORCIO
1148,56,1329/17,S.................... S/DIVORCIO VINCULAR,08-03-2022,DIVORCIO VINCULAR
1149,57,453/16,S.................... S/INCIDENTE,08-03-2022,INCIDENTE
1150,58,646/19,S.................... S/PROTECCION INTEGRAL,08-03-2022,PROTECCION INTEGRAL
1151,59,448/17,S.................... S/VIOLENCIA FAMILIAR (DENUNCIA,08-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1152,60,238/13,V.................... S/ALIMENTOS,08-03-2022,ALIMENTOS
1153,61,478/17,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,08-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1154,62,46/16,V.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,08-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1155,1,368/21-C,DE RECONOCIMIENTO,09-03-2022,
1156,2,1022/08-JC,A.................... S/.JUICIO DE INCAPACIDAD,09-03-2022,.JUICIO DE INCAPACIDAD
1157,3,1074/18,A.................... S/CONTROL DE LEGALIDAD,09-03-2022,CONTROL DE LEGALIDAD
1158,4,105/22-S,A.................... S/PROTECCION INTEGRAL,09-03-2022,PROTECCION INTEGRAL
1159,5,11/22-S,A.................... S/PROTECCION INTEGRAL,09-03-2022,PROTECCION INTEGRAL
1160,6,140/19,A.................... S/VIOLENCIA FAMILIAR,09-03-2022,VIOLENCIA FAMILIAR
1161,7,342/17,A.................... S/VIOLENCIA FAMILIAR (ART.61 COD. DE,09-03-2022,VIOLENCIA FAMILIAR (ART.61 COD. DE
1162,8,368/15,A.................... S/VIOLENCIA FAMILIAR (DENUNCIA,09-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1163,9,469/06-JC,B.................... S/.DECLARACION DE INCAPACIDAD,09-03-2022,.DECLARACION DE INCAPACIDAD
1164,10,1121/18,B.................... S/PROTECCION INTEGRAL,09-03-2022,PROTECCION INTEGRAL
1165,11,1818/18,C.................... S/DIVORCIO,09-03-2022,DIVORCIO
1166,12,11/20,C.................... S/ELEVA ACTUACIONES,09-03-2022,ELEVA ACTUACIONES
1167,13,29/15,C.................... S/ELEVA ACTUACIONES,09-03-2022,ELEVA ACTUACIONES
1168,14,376/20,C.................... S/ELEVA ACTUACIONES,09-03-2022,ELEVA ACTUACIONES
1169,15,399/20,C.................... S/ELEVA ACTUACIONES,09-03-2022,ELEVA ACTUACIONES
1170,16,441/15,C.................... S/ELEVA ACTUACIONES,09-03-2022,ELEVA ACTUACIONES
1171,17,796/20,C.................... S/ELEVA ACTUACIONES,09-03-2022,ELEVA ACTUACIONES
1172,18,93/15,C.................... S/ELEVA ACTUACIONES,09-03-2022,ELEVA ACTUACIONES
1173,19,1159/16,C.................... S/INCIDENTE,09-03-2022,INCIDENTE
1174,20,1160/16,C.................... S/INCIDENTE,09-03-2022,INCIDENTE
1175,21,09/22-S,C.................... S/VIOLENCIA DE GENERO,09-03-2022,VIOLENCIA DE GENERO
1176,22,55/22-S,C.................... S/VIOLENCIA DE GENERO,09-03-2022,VIOLENCIA DE GENERO
1177,23,831/19,C.................... S/VIOLENCIA FAMILIAR,09-03-2022,VIOLENCIA FAMILIAR
1178,24,655/15,C.................... S/VIOLENCIA FAMILIAR (DENUNCIA,09-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1179,25,393/15,C.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,09-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1180,26,45/15,C.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,09-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1181,27,503/20,D.................... S/ELEVA ACTUACIONES,09-03-2022,ELEVA ACTUACIONES
1182,28,08/22-OF,D.................... S/OFICIO,09-03-2022,OFICIO
1183,29,832/05-JC,E.................... S/.JUICIO DE INCAPACIDAD,09-03-2022,.JUICIO DE INCAPACIDAD
1184,30,227/17,E.................... S/VIOLENCIA DE GENERO,09-03-2022,VIOLENCIA DE GENERO
1185,31,21/22-S,F.................... S/PROTECCION INTEGRAL,09-03-2022,PROTECCION INTEGRAL
1186,32,274/21-S,F.................... S/VIOLENCIA DE GENERO,09-03-2022,VIOLENCIA DE GENERO
1187,33,916/20,F.................... S/VIOLENCIA DE GENERO,09-03-2022,VIOLENCIA DE GENERO
1188,34,299/20,G.................... S/GUARDA JUDICIAL,09-03-2022,GUARDA JUDICIAL
1189,35,439/16,G.................... S/INCIDENTE,09-03-2022,INCIDENTE
1190,36,579/18,G.................... S/INCIDENTE,09-03-2022,INCIDENTE
1191,37,763/20,G.................... S/INCIDENTE,09-03-2022,INCIDENTE
1192,38,306/21-S,G.................... S/VIOLENCIA DE GENERO,09-03-2022,VIOLENCIA DE GENERO
1193,39,804/20,G.................... S/VIOLENCIA DE GENERO,09-03-2022,VIOLENCIA DE GENERO
1194,40,912/20,G.................... S/VIOLENCIA FAMILIAR,09-03-2022,VIOLENCIA FAMILIAR
1195,41,639/15,G.................... S/VIOLENCIA FAMILIAR (DENUNCIA,09-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1196,42,124/20,J.................... S/ELEVA ACTUACIONES,09-03-2022,ELEVA ACTUACIONES
1197,43,212/20,J.................... S/ELEVA ACTUACIONES,09-03-2022,ELEVA ACTUACIONES
1198,44,37/15,J.................... S/VIOLENCIA FAMILIAR,09-03-2022,VIOLENCIA FAMILIAR
1199,45,635/15,J.................... S/VIOLENCIA FAMILIAR (ART.61 COD. DE,09-03-2022,VIOLENCIA FAMILIAR (ART.61 COD. DE
1200,46,469/20,K.................... S/VIOLENCIA FAMILIAR,09-03-2022,VIOLENCIA FAMILIAR
1201,47,13/15,K.................... S/VIOLENCIA FAMILIAR (DENUNCIA,09-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1202,48,1088/07-JC,L.................... S/FILIACION Y DAÑO MORAL,09-03-2022,FILIACION Y DAÑO MORAL
1203,49,319/17,L.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,09-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1204,50,341/15,L.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,09-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1205,51,502/20,L.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,09-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1206,52,1405/19,M.................... S/BENEFICIO DE LITIGAR SIN GASTOS,09-03-2022,BENEFICIO DE LITIGAR SIN GASTOS
1207,53,848/20,M.................... S/CONTROL DE LEGALIDAD,09-03-2022,CONTROL DE LEGALIDAD
1208,54,87/22-C,M.................... S/DIVORCIO,09-03-2022,DIVORCIO
1209,55,201/16,M.................... S/INCIDENTE,09-03-2022,INCIDENTE
1210,56,1724/19,M.................... S/TUTELA,09-03-2022,TUTELA
1211,57,342/20,M.................... S/TUTELA,09-03-2022,TUTELA
1212,58,979/17,M.................... S/VIOLENCIA FAMILIAR,09-03-2022,VIOLENCIA FAMILIAR
1213,59,274/15,P.................... S/ALIMENTOS,09-03-2022,ALIMENTOS
1214,60,1018/17,P.................... S/PROTECCION INTEGRAL,09-03-2022,PROTECCION INTEGRAL
1215,61,480/15,P.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,09-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1216,62,203/16,Q.................... S/INCIDENTE,09-03-2022,INCIDENTE
1217,63,1262/18,R.................... S/ALIMENTOS,09-03-2022,ALIMENTOS
1218,64,1083/16,R.................... S/GUARDA JUDICIAL,09-03-2022,GUARDA JUDICIAL
1219,65,344/21-C,R.................... S/TUTELA,09-03-2022,TUTELA
1220,66,337/15,R.................... S/VIOLENCIA FAMILIAR (ART.61 COD. DE,09-03-2022,VIOLENCIA FAMILIAR (ART.61 COD. DE
1221,67,873/13,R.................... S/VIOLENCIA FAMILIAR (ART.61 COD. DE,09-03-2022,VIOLENCIA FAMILIAR (ART.61 COD. DE
1222,68,433/14,S.................... S/INCIDENTE,09-03-2022,INCIDENTE
1223,69,1148/18,S.................... S/PROTECCION INTEGRAL,09-03-2022,PROTECCION INTEGRAL
1224,70,604/20,S.................... S/VIOLENCIA DE GENERO,09-03-2022,VIOLENCIA DE GENERO
1225,71,17/15,S.................... S/VIOLENCIA FAMILIAR (DENUNCIA,09-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1226,72,495/15,S.................... S/VIOLENCIA FAMILIAR (DENUNCIA,09-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1227,73,694/16,U.................... S/INCIDENTE,09-03-2022,INCIDENTE
1228,74,1949/18,DE RECONOCIMIENTO,09-03-2022,
1229,1,695/20,A.................... S/DIVORCIO,10-03-2022,DIVORCIO
1230,2,146/20,A.................... S/VIOLENCIA FAMILIAR,10-03-2022,VIOLENCIA FAMILIAR
1231,3,579/15,A.................... S/VIOLENCIA FAMILIAR (DENUNCIA,10-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1232,4,828/15,A.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,10-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1233,5,1007/19,B.................... S/ALIMENTOS,10-03-2022,ALIMENTOS
1234,6,1331/16,B.................... S/FILIACION Y DAÑO MORAL,10-03-2022,FILIACION Y DAÑO MORAL
1235,7,534/18,B.................... S/INCIDENTE,10-03-2022,INCIDENTE
1236,8,1189/19,C.................... S/ALIMENTOS,10-03-2022,ALIMENTOS
1237,9,1150/17,C.................... S/DIVORCIO VINCULAR,10-03-2022,DIVORCIO VINCULAR
1238,10,63/19,C.................... S/ELEVA ACTUACIONES,10-03-2022,ELEVA ACTUACIONES
1239,11,814/20,C.................... S/FILIACION Y DAÑO MORAL,10-03-2022,FILIACION Y DAÑO MORAL
1240,12,690/16,C.................... S/INCIDENTE,10-03-2022,INCIDENTE
1241,13,967/19,C.................... S/LIQUIDACION SOCIEDAD CONYUGAL,10-03-2022,LIQUIDACION SOCIEDAD CONYUGAL
1242,14,430/20,C.................... S/PROTECCION INTEGRAL,10-03-2022,PROTECCION INTEGRAL
1243,15,530/06-JC,D.................... S/.JUICIO DE INCAPACIDAD,10-03-2022,.JUICIO DE INCAPACIDAD
1244,16,89/22-C,D.................... S/EJECUCION DE HONORARIOS,10-03-2022,EJECUCION DE HONORARIOS
1245,17,91/22-C,D.................... S/EJECUCION DE HONORARIOS,10-03-2022,EJECUCION DE HONORARIOS
1246,18,913/19,D.................... S/EJECUCION DE HONORARIOS,10-03-2022,EJECUCION DE HONORARIOS
1247,19,02/22-OF,D.................... S/OFICIO,10-03-2022,OFICIO
1248,20,943/20,D.................... S/TUTELA,10-03-2022,TUTELA
1249,21,07/22-S,D.................... S/VIOLENCIA DE GENERO,10-03-2022,VIOLENCIA DE GENERO
1250,22,1337/19,F.................... S/DIVORCIO,10-03-2022,DIVORCIO
1251,23,200/21-C,F.................... S/EJECUCION DE SENTENCIA,10-03-2022,EJECUCION DE SENTENCIA
1252,24,262/19,F.................... S/INCIDENTE,10-03-2022,INCIDENTE
1253,25,1043/15,G.................... S/BENEFICIO DE LITIGAR SIN GASTOS,10-03-2022,BENEFICIO DE LITIGAR SIN GASTOS
1254,26,1581/19,G.................... S/DIVORCIO,10-03-2022,DIVORCIO
1255,27,1752/19,G.................... S/DIVORCIO,10-03-2022,DIVORCIO
1256,28,1964/18,G.................... S/DIVORCIO,10-03-2022,DIVORCIO
1257,29,254/17,G.................... S/INCIDENTE,10-03-2022,INCIDENTE
1258,30,06/22-S,G.................... S/VIOLENCIA DE GENERO,10-03-2022,VIOLENCIA DE GENERO
1259,31,1870/18,G.................... S/VIOLENCIA FAMILIAR,10-03-2022,VIOLENCIA FAMILIAR
1260,32,90/22-C,H.................... S/EJECUCION DE HONORARIOS,10-03-2022,EJECUCION DE HONORARIOS
1261,33,1309/18,H.................... S/INCIDENTE,10-03-2022,INCIDENTE
1262,34,268/20,J.................... S/ELEVA ACTUACIONES,10-03-2022,ELEVA ACTUACIONES
1263,35,99/22-C,K.................... S/DIVORCIO,10-03-2022,DIVORCIO
1264,36,749/20,M.................... S/DIVORCIO,10-03-2022,DIVORCIO
1265,37,285/20,M.................... S/EJECUCION DE SENTENCIA,10-03-2022,EJECUCION DE SENTENCIA
1266,38,1105/17,M.................... S/INSCRIPCION DE NACIMIENTO,10-03-2022,INSCRIPCION DE NACIMIENTO
1267,39,112/22-S,M.................... S/VIOLENCIA DE GENERO,10-03-2022,VIOLENCIA DE GENERO
1268,40,60/22-S,M.................... S/VIOLENCIA DE GENERO,10-03-2022,VIOLENCIA DE GENERO
1269,41,109/22-S,M.................... S/VIOLENCIA FAMILIAR,10-03-2022,VIOLENCIA FAMILIAR
1270,42,180/17,M.................... S/VIOLENCIA FAMILIAR (ART.61 COD. DE,10-03-2022,VIOLENCIA FAMILIAR (ART.61 COD. DE
1271,43,244/21-S,O.................... S/PROTECCION DE PERSONA,10-03-2022,PROTECCION DE PERSONA
1272,44,1616/18,P.................... S/FILIACION Y DAÑO MORAL,10-03-2022,FILIACION Y DAÑO MORAL
1273,45,93/21-C,P.................... S/INCIDENTE DE MODIFICACION DE,10-03-2022,INCIDENTE DE MODIFICACION DE
1274,46,114/22-P,P.................... S/MEDIDAS DE COMPETENCIA PENAL,10-03-2022,MEDIDAS DE COMPETENCIA PENAL
1275,47,1262/18,R.................... S/ALIMENTOS,10-03-2022,ALIMENTOS
1276,48,1703/18,R.................... S/ALIMENTOS,10-03-2022,ALIMENTOS
1277,49,465/16,R.................... S/INCIDENTE,10-03-2022,INCIDENTE
1278,50,56/21-C,R.................... S/MEDIDA CAUTELAR,10-03-2022,MEDIDA CAUTELAR
1279,51,1563/19,R.................... S/TUTELA,10-03-2022,TUTELA
1280,52,108/22-S,R.................... S/VIOLENCIA DE GENERO,10-03-2022,VIOLENCIA DE GENERO
1281,53,52/22-S,R.................... S/VIOLENCIA DE GENERO,10-03-2022,VIOLENCIA DE GENERO
1282,54,530/20,S.................... S/ALIMENTOS,10-03-2022,ALIMENTOS
1283,55,1866/19,S.................... S/DIVORCIO,10-03-2022,DIVORCIO
1284,56,489/18,S.................... S/FILIACION Y DAÑO MORAL,10-03-2022,FILIACION Y DAÑO MORAL
1285,57,182/21-P,S.................... S/MEDIDAS DE COMPETENCIA PENAL,10-03-2022,MEDIDAS DE COMPETENCIA PENAL
1286,58,766/17,S.................... S/VIOLENCIA FAMILIAR (DENUNCIA,10-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1287,59,100/22-C,T.................... S/DIVORCIO,10-03-2022,DIVORCIO
1288,60,815/19,U.................... S/INSCRIPCION DE NACIMIENTO,10-03-2022,INSCRIPCION DE NACIMIENTO
1289,61,72/22-S,V.................... S/VIOLENCIA DE GENERO,10-03-2022,VIOLENCIA DE GENERO
1290,62,46/16,V.................... S/VIOLENCIA FAMILIAR (DENUNCIAS-,10-03-2022,VIOLENCIA FAMILIAR (DENUNCIAS-
1291,63,279/18,Y.................... S/VIOLENCIA FAMILIAR (DENUNCIA,10-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1292,64,15/18,Z.................... S/PROTECCION DE PERSONA,10-03-2022,PROTECCION DE PERSONA
1293,65,198/17,Z.................... S/VIOLENCIA FAMILIAR,10-03-2022,VIOLENCIA FAMILIAR
1294,1,243/18,A.................... S/ALIMENTOS,11-03-2022,ALIMENTOS
1295,2,556/19,A.................... S/INCIDENTE,11-03-2022,INCIDENTE
1296,3,115/22-S,A.................... S/VIOLENCIA DE GENERO,11-03-2022,VIOLENCIA DE GENERO
1297,4,466/14,A.................... S/VIOLENCIA FAMILIAR (DENUNCIA,11-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1298,5,465/14,B.................... S/VIOLENCIA FAMILIAR (DENUNCIA,11-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1299,6,673/14,B.................... S/VIOLENCIA FAMILIAR (DENUNCIA,11-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
1300,7,642/20,C.................... S/ALIMENTOS,11-03-2022,ALIMENTOS
1301,8,186/20,C.................... S/ELEVA ACTUACIONES,11-03-2022,ELEVA ACTUACIONES
1302,9,966/17,C.................... S/IMPUGNACION DE PATERNIDAD,11-03-2022,IMPUGNACION DE PATERNIDAD
1303,10,200/16,C.................... S/INCIDENTE,11-03-2022,INCIDENTE
1304,11,1193/19,D.................... S/EJECUCION DE HONORARIOS,11-03-2022,EJECUCION DE HONORARIOS
1305,12,1197/19,E.................... S/RESTRICCION DE LA CAPACIDAD,11-03-2022,RESTRICCION DE LA CAPACIDAD
1306,13,524/16,F.................... S/FILIACION Y DAÑO MORAL,11-03-2022,FILIACION Y DAÑO MORAL
1307,14,639/16,F.................... S/INCIDENTE,11-03-2022,INCIDENTE
1308,15,963/20,F.................... S/INCIDENTE DE CESACION DE CUOTA,11-03-2022,INCIDENTE DE CESACION DE CUOTA
1309,16,329/21-C,I.................... S/HOMOLOGACION DE CONVENIO,11-03-2022,HOMOLOGACION DE CONVENIO
1310,17,815/20,L.................... S/DIVORCIO,11-03-2022,DIVORCIO
1311,18,364/20,L.................... S/VIOLENCIA FAMILIAR,11-03-2022,VIOLENCIA FAMILIAR
1312,19,1653/18,M.................... S/DIVORCIO,11-03-2022,DIVORCIO
1313,20,32/22-S,M.................... S/VIOLENCIA DE GENERO,11-03-2022,VIOLENCIA DE GENERO
1314,21,109/22-S,M.................... S/VIOLENCIA FAMILIAR,11-03-2022,VIOLENCIA FAMILIAR
1315,22,425/20,M.................... S/VIOLENCIA FAMILIAR,11-03-2022,VIOLENCIA FAMILIAR
1316,23,95/22-S,N.................... S/VIOLENCIA DE GENERO,11-03-2022,VIOLENCIA DE GENERO
1317,24,438/17,O.................... S/INFORMACION SUMARIA,11-03-2022,INFORMACION SUMARIA
1318,25,499/10-JC,R.................... S/DECLARACION DE INCAPACIDAD,11-03-2022,DECLARACION DE INCAPACIDAD
1319,26,452/16,R.................... S/INCIDENTE,11-03-2022,INCIDENTE
1320,27,1397/19,R.................... S/INSCRIPCION DE NACIMIENTO,11-03-2022,INSCRIPCION DE NACIMIENTO
1321,28,472/16,S.................... S/INCIDENTE,11-03-2022,INCIDENTE
1322,29,370/21-S,S.................... S/VIOLENCIA DE GENERO,11-03-2022,VIOLENCIA DE GENERO
1323,30,1050/17,V.................... S/VIOLENCIA FAMILIAR (DENUNCIA,11-03-2022,VIOLENCIA FAMILIAR (DENUNCIA
